transaction_id,customer_id,transaction_date,amount,merchant_category,transaction_type
TXN00009706,CUST000672,2024-01-13,99.67,Travel,Debit
TXN00016862,CUST000672,2024-02-19,16.85,Groceries,Debit
TXN00004785,CUST000672,2024-03-31,24.08,Restaurants,Debit
TXN00020346,CUST000672,2024-03-31,27.19,Gas,Credit
TXN00011392,CUST000672,2024-06-24,220.23,Restaurants,Debit
TXN00039838,CUST000672,2024-07-01,47.61,Groceries,Debit
TXN00012637,CUST000672,2024-07-17,160.42,Groceries,Debit
TXN00013043,CUST000672,2024-07-27,171.21,Travel,Debit
TXN00037439,CUST000673,2024-01-11,1189.35,Travel,Debit
TXN00012895,CUST000673,2024-03-05,47.48,Shopping,Debit
TXN00007408,CUST000673,2024-05-31,72.38,Entertainment,Credit
TXN00045952,CUST000673,2024-06-14,9.42,Entertainment,Credit
TXN00009723,CUST000673,2024-07-14,5.0,Healthcare,Credit
TXN00021329,CUST000673,2024-10-24,183.76,Restaurants,Debit
TXN00005719,CUST000673,2024-10-27,40.39,Groceries,Debit
TXN00008194,CUST000674,2024-02-12,365.13,Restaurants,Debit
TXN00012319,CUST000674,2024-04-06,27.23,Groceries,Debit
TXN00008741,CUST000674,2024-04-11,114.21,Gas,Debit
TXN00023096,CUST000674,2024-06-01,125.72,Healthcare,Debit
TXN00036945,CUST000674,2024-08-05,35.25,Shopping,Credit
TXN00021447,CUST000674,2024-10-06,5.0,Entertainment,Credit
TXN00016728,CUST000675,2024-01-04,286.2,Entertainment,Credit
TXN00009867,CUST000675,2024-01-28,16.15,Travel,Credit
TXN00008270,CUST000675,2024-04-17,1387.66,Groceries,Debit
TXN00038866,CUST000675,2024-05-03,54.44,Groceries,Debit
TXN00033953,CUST000675,2024-07-02,75.37,Restaurants,Credit
TXN00030941,CUST000675,2024-07-14,18.26,Groceries,Debit
TXN00029801,CUST000675,2024-08-02,8.85,Restaurants,Credit
TXN00031733,CUST000676,2024-02-14,53.9,Groceries,Credit
TXN00008782,CUST000676,2024-05-02,147.19,Groceries,Debit
TXN00043224,CUST000676,2024-05-22,81.51,Restaurants,Debit
TXN00004718,CUST000676,2024-07-05,434.67,Travel,Credit
TXN00014503,CUST000676,2024-08-12,117.63,Restaurants,Debit
TXN00008107,CUST000676,2024-08-21,700.38,Groceries,Debit
TXN00046653,CUST000676,2024-08-30,703.62,Travel,Credit
TXN00045037,CUST000676,2024-10-15,326.32,Utilities,Debit
TXN00004090,CUST000677,2024-01-24,14.6,Groceries,Credit
TXN00024279,CUST000677,2024-01-26,116.07,Entertainment,Debit
TXN00002266,CUST000677,2024-02-14,10.62,Shopping,Credit
TXN00031979,CUST000677,2024-02-26,366.75,Shopping,Debit
TXN00034346,CUST000677,2024-03-10,130.64,Restaurants,Debit
TXN00018066,CUST000677,2024-03-13,43.46,Groceries,Debit
TXN00027422,CUST000677,2024-06-16,121.25,Restaurants,Credit
TXN00020638,CUST000677,2024-08-13,6.91,Groceries,Debit
TXN00026029,CUST000677,2024-08-24,13.92,Groceries,Debit
TXN00040155,CUST000677,2024-09-02,77.07,Groceries,Credit
TXN00012194,CUST000677,2024-09-06,13.96,Gas,Debit
TXN00045225,CUST000677,2024-09-09,14.76,Utilities,Debit
TXN00019744,CUST000677,2024-09-10,259.24,Gas,Credit
TXN00000243,CUST000677,2024-09-14,26.89,Shopping,Debit
TXN00007915,CUST000678,2024-01-28,5.97,Travel,Debit
TXN00034831,CUST000678,2024-02-06,7.04,Utilities,Debit
TXN00027609,CUST000678,2024-03-10,5.59,Gas,Debit
TXN00023288,CUST000678,2024-04-12,126.36,Healthcare,Debit
TXN00041885,CUST000678,2024-05-07,980.96,Entertainment,Debit
TXN00041664,CUST000678,2024-07-02,26.93,Entertainment,Credit
TXN00024497,CUST000678,2024-08-20,35.87,Groceries,Debit
TXN00012959,CUST000678,2024-08-31,38.88,Restaurants,Credit
TXN00036593,CUST000678,2024-09-05,308.3,Utilities,Debit
TXN00011189,CUST000678,2024-10-23,13.04,Shopping,Credit
TXN00036078,CUST000679,2024-01-04,143.12,Restaurants,Debit
TXN00048439,CUST000679,2024-01-19,107.29,Restaurants,Debit
TXN00042587,CUST000679,2024-01-25,119.73,Shopping,Debit
TXN00037533,CUST000679,2024-03-05,81.86,Entertainment,Debit
TXN00002727,CUST000679,2024-03-10,195.36,Gas,Debit
TXN00030561,CUST000679,2024-04-14,946.27,Groceries,Credit
TXN00044786,CUST000679,2024-06-05,61.03,Entertainment,Credit
TXN00007125,CUST000679,2024-06-23,41.84,Restaurants,Debit
TXN00012868,CUST000679,2024-07-22,135.44,Gas,Credit
TXN00018619,CUST000679,2024-09-02,313.62,Gas,Debit
TXN00007219,CUST000679,2024-09-13,61.33,Groceries,Debit
TXN00036600,CUST000679,2024-09-23,269.02,Entertainment,Credit
TXN00018572,CUST000680,2024-02-04,152.82,Gas,Debit
TXN00020318,CUST000680,2024-02-05,13.45,Entertainment,Credit
TXN00043839,CUST000680,2024-02-15,17.04,Groceries,Debit
TXN00023015,CUST000680,2024-02-16,139.63,Gas,Debit
TXN00048730,CUST000680,2024-03-04,5.0,Restaurants,Debit
TXN00040093,CUST000680,2024-04-16,146.04,Entertainment,Debit
TXN00048635,CUST000680,2024-05-09,58.67,Gas,Debit
TXN00008214,CUST000680,2024-10-03,19.78,Shopping,Credit
TXN00048807,CUST000680,2024-10-17,168.91,Entertainment,Credit
TXN00031222,CUST000680,2024-10-24,6.87,Groceries,Debit
TXN00008337,CUST000680,2024-10-30,186.54,Shopping,Debit
TXN00021385,CUST000681,2024-02-11,207.36,Shopping,Credit
TXN00037717,CUST000681,2024-03-24,139.96,Groceries,Debit
TXN00035323,CUST000681,2024-04-26,974.9,Utilities,Debit
TXN00043612,CUST000681,2024-04-27,80.62,Travel,Debit
TXN00031840,CUST000681,2024-05-11,17.31,Groceries,Debit
TXN00023219,CUST000681,2024-06-19,12.12,Groceries,Debit
TXN00015885,CUST000681,2024-07-25,231.41,Utilities,Debit
TXN00011763,CUST000681,2024-08-28,624.97,Shopping,Debit
TXN00027726,CUST000681,2024-09-15,331.38,Groceries,Credit
TXN00005990,CUST000681,2024-09-16,255.57,Restaurants,Debit
TXN00042684,CUST000682,2024-01-17,56.05,Shopping,Debit
TXN00017267,CUST000682,2024-03-22,20.91,Restaurants,Credit
TXN00003695,CUST000682,2024-04-12,135.2,Restaurants,Credit
TXN00041695,CUST000682,2024-04-24,6297.43,Gas,Debit
TXN00003546,CUST000682,2024-05-21,146.85,Groceries,Debit
TXN00036628,CUST000682,2024-06-04,189.59,Healthcare,Credit
TXN00039007,CUST000682,2024-08-10,494.78,Gas,Debit
TXN00011181,CUST000682,2024-08-24,103.38,Gas,Debit
TXN00035563,CUST000682,2024-08-25,87.34,Groceries,Debit
TXN00049394,CUST000682,2024-09-13,23.72,Entertainment,Debit
TXN00004601,CUST000682,2024-10-14,275.04,Groceries,Credit
TXN00034781,CUST000682,2024-10-26,99.58,Groceries,Debit
TXN00031009,CUST000683,2024-01-02,62.65,Travel,Debit
TXN00028468,CUST000683,2024-01-26,1853.64,Groceries,Credit
TXN00000931,CUST000683,2024-02-17,85.0,Travel,Credit
TXN00001012,CUST000683,2024-02-20,89.19,Entertainment,Debit
TXN00044157,CUST000683,2024-03-09,499.07,Shopping,Debit
TXN00021886,CUST000683,2024-03-13,10.6,Shopping,Credit
TXN00017838,CUST000683,2024-07-01,188.68,Shopping,Debit
TXN00018206,CUST000683,2024-07-13,81.49,Gas,Credit
TXN00000186,CUST000684,2024-01-21,186.2,Entertainment,Debit
TXN00029219,CUST000684,2024-02-27,10.95,Entertainment,Credit
TXN00035977,CUST000684,2024-03-04,474.08,Shopping,Debit
TXN00017446,CUST000684,2024-03-07,96.53,Gas,Debit
TXN00001043,CUST000684,2024-03-14,64.06,Restaurants,Debit
TXN00036728,CUST000684,2024-03-31,154.29,Gas,Credit
TXN00024063,CUST000684,2024-04-16,100.18,Groceries,Credit
TXN00039584,CUST000684,2024-07-03,2445.56,Travel,Debit
TXN00049762,CUST000684,2024-07-06,66.77,Groceries,Debit
TXN00013897,CUST000684,2024-08-07,20.65,Utilities,Credit
TXN00024990,CUST000684,2024-09-04,46.41,Groceries,Debit
TXN00031417,CUST000684,2024-09-30,103.93,Healthcare,Credit
TXN00000407,CUST000685,2024-03-04,5.0,Entertainment,Debit
TXN00037360,CUST000685,2024-05-04,8773.96,Restaurants,Debit
TXN00029466,CUST000685,2024-05-13,357.7,Entertainment,Debit
TXN00041002,CUST000685,2024-05-16,23.27,Gas,Debit
TXN00048402,CUST000685,2024-06-05,5.0,Travel,Debit
TXN00013813,CUST000685,2024-06-07,54.83,Restaurants,Debit
TXN00004084,CUST000685,2024-06-11,16.71,Gas,Debit
TXN00020212,CUST000685,2024-06-14,36.07,Gas,Debit
TXN00022235,CUST000685,2024-06-23,87.41,Restaurants,Credit
TXN00029738,CUST000685,2024-08-25,253.82,Gas,Debit
TXN00002073,CUST000685,2024-08-28,145.89,Groceries,Credit
TXN00010830,CUST000686,2024-02-15,35.28,Shopping,Debit
TXN00007121,CUST000686,2024-04-20,100.84,Entertainment,Debit
TXN00019177,CUST000686,2024-05-14,66.22,Groceries,Debit
TXN00036849,CUST000686,2024-05-19,50.37,Shopping,Debit
TXN00008113,CUST000686,2024-08-20,34.51,Utilities,Credit
TXN00048007,CUST000686,2024-09-21,12.46,Healthcare,Debit
TXN00041081,CUST000686,2024-10-03,8.76,Shopping,Debit
TXN00035460,CUST000686,2024-10-15,197.35,Groceries,Debit
TXN00029822,CUST000687,2024-01-05,195.5,Restaurants,Debit
TXN00001297,CUST000687,2024-01-26,128.29,Gas,Credit
TXN00023268,CUST000687,2024-02-13,97.03,Gas,Debit
TXN00021651,CUST000687,2024-03-14,147.79,Gas,Debit
TXN00015672,CUST000687,2024-04-25,53.93,Shopping,Credit
TXN00024919,CUST000687,2024-05-10,94.81,Groceries,Debit
TXN00046137,CUST000687,2024-05-28,67.75,Shopping,Credit
TXN00016738,CUST000687,2024-06-06,94.69,Groceries,Debit
TXN00048227,CUST000687,2024-06-15,122.27,Groceries,Credit
TXN00002270,CUST000687,2024-06-24,157.91,Groceries,Credit
TXN00014542,CUST000687,2024-07-27,212.14,Entertainment,Debit
TXN00033075,CUST000687,2024-08-06,34.57,Shopping,Debit
TXN00026221,CUST000687,2024-08-12,94.09,Shopping,Debit
TXN00003437,CUST000687,2024-10-29,43.62,Shopping,Debit
TXN00040975,CUST000688,2024-03-26,84.19,Travel,Debit
TXN00034988,CUST000688,2024-05-02,26.28,Restaurants,Debit
TXN00016339,CUST000688,2024-05-16,184.02,Utilities,Debit
TXN00023378,CUST000688,2024-06-30,5.0,Groceries,Credit
TXN00032494,CUST000688,2024-07-08,109.31,Restaurants,Debit
TXN00025672,CUST000688,2024-07-30,164.41,Groceries,Debit
TXN00016240,CUST000688,2024-08-04,2650.63,Entertainment,Debit
TXN00022788,CUST000688,2024-08-05,21.53,Groceries,Debit
TXN00022606,CUST000688,2024-08-13,42.8,Gas,Credit
TXN00026690,CUST000688,2024-08-18,150.39,Shopping,Debit
TXN00013120,CUST000688,2024-08-29,56.59,Gas,Debit
TXN00045695,CUST000688,2024-09-19,7.11,Restaurants,Debit
TXN00024512,CUST000688,2024-09-26,650.69,Gas,Debit
TXN00002607,CUST000688,2024-10-27,642.96,Entertainment,Debit
TXN00031835,CUST000689,2024-03-22,85.38,Groceries,Credit
TXN00017114,CUST000689,2024-04-03,334.91,Groceries,Credit
TXN00006255,CUST000689,2024-04-12,30.39,Groceries,Debit
TXN00040536,CUST000689,2024-04-18,9.91,Restaurants,Credit
TXN00005604,CUST000689,2024-06-04,80.53,Utilities,Credit
TXN00049638,CUST000689,2024-06-15,227.45,Groceries,Debit
TXN00044470,CUST000689,2024-06-25,35.68,Shopping,Credit
TXN00015254,CUST000689,2024-07-26,24.59,Restaurants,Credit
TXN00012792,CUST000689,2024-08-24,302.45,Groceries,Credit
TXN00045688,CUST000689,2024-09-29,375.46,Restaurants,Debit
TXN00010689,CUST000689,2024-10-11,71.94,Restaurants,Credit
TXN00033813,CUST000690,2024-02-01,6.46,Entertainment,Debit
TXN00016083,CUST000690,2024-02-27,26.39,Shopping,Debit
TXN00042668,CUST000690,2024-02-28,310.41,Groceries,Debit
TXN00011996,CUST000690,2024-04-23,49.54,Gas,Debit
TXN00037485,CUST000690,2024-05-20,42.98,Travel,Debit
TXN00044559,CUST000690,2024-06-23,110.92,Shopping,Debit
TXN00031005,CUST000690,2024-10-02,63.81,Groceries,Credit
TXN00048519,CUST000690,2024-10-06,137.71,Entertainment,Credit
TXN00026901,CUST000690,2024-10-09,57.93,Groceries,Debit
TXN00048126,CUST000690,2024-10-09,110.23,Healthcare,Debit
TXN00047870,CUST000690,2024-10-30,42.77,Gas,Debit
TXN00003741,CUST000691,2024-02-06,406.91,Restaurants,Debit
TXN00049010,CUST000691,2024-03-30,304.21,Groceries,Debit
TXN00032871,CUST000691,2024-05-05,394.1,Healthcare,Credit
TXN00048741,CUST000691,2024-05-28,456.27,Entertainment,Debit
TXN00032122,CUST000691,2024-05-30,147.89,Restaurants,Debit
TXN00038068,CUST000691,2024-07-24,157.16,Gas,Credit
TXN00007241,CUST000691,2024-09-09,75.43,Groceries,Debit
TXN00029426,CUST000691,2024-09-14,1429.82,Restaurants,Credit
TXN00021883,CUST000691,2024-09-15,86.12,Restaurants,Debit
TXN00043956,CUST000691,2024-09-29,51.24,Restaurants,Credit
TXN00005460,CUST000691,2024-10-17,27.37,Shopping,Credit
TXN00041585,CUST000691,2024-10-18,211.72,Groceries,Debit
TXN00027016,CUST000691,2024-10-24,353.23,Utilities,Debit
TXN00012209,CUST000692,2024-02-12,90.16,Shopping,Debit
TXN00029005,CUST000692,2024-04-17,26.95,Travel,Credit
TXN00016397,CUST000692,2024-05-24,1940.46,Groceries,Credit
TXN00041199,CUST000692,2024-07-04,224.61,Gas,Credit
TXN00041730,CUST000692,2024-08-03,25.78,Restaurants,Debit
TXN00004566,CUST000692,2024-09-24,72.84,Travel,Credit
TXN00013411,CUST000692,2024-10-13,53.99,Groceries,Debit
TXN00027379,CUST000693,2024-01-10,17.59,Groceries,Credit
TXN00018255,CUST000693,2024-03-27,1638.46,Entertainment,Debit
TXN00036825,CUST000693,2024-04-02,118.0,Groceries,Debit
TXN00028907,CUST000693,2024-04-03,506.35,Gas,Credit
TXN00034701,CUST000693,2024-05-05,61.18,Entertainment,Debit
TXN00000696,CUST000693,2024-05-24,183.37,Groceries,Credit
TXN00006044,CUST000693,2024-05-27,34.92,Restaurants,Debit
TXN00009480,CUST000693,2024-05-31,456.81,Restaurants,Credit
TXN00044686,CUST000693,2024-06-01,338.83,Shopping,Debit
TXN00038094,CUST000693,2024-06-28,201.44,Restaurants,Debit
TXN00018013,CUST000693,2024-09-04,24.33,Restaurants,Debit
TXN00012510,CUST000693,2024-09-27,28.77,Groceries,Debit
TXN00049953,CUST000693,2024-10-29,253.11,Gas,Debit
TXN00034448,CUST000694,2024-01-06,44.33,Groceries,Debit
TXN00010044,CUST000694,2024-02-08,5.0,Utilities,Debit
TXN00027597,CUST000694,2024-02-17,117.32,Groceries,Debit
TXN00038382,CUST000694,2024-03-08,30.16,Entertainment,Credit
TXN00034135,CUST000694,2024-04-09,123.62,Gas,Debit
TXN00040217,CUST000694,2024-04-12,201.98,Groceries,Debit
TXN00025408,CUST000694,2024-04-22,38.76,Entertainment,Debit
TXN00012557,CUST000694,2024-04-25,61.68,Groceries,Debit
TXN00043994,CUST000694,2024-05-21,182.31,Restaurants,Debit
TXN00028201,CUST000694,2024-07-08,99.84,Groceries,Debit
TXN00008373,CUST000694,2024-08-17,135.97,Shopping,Debit
TXN00010638,CUST000694,2024-08-23,285.84,Shopping,Debit
TXN00024263,CUST000694,2024-09-19,178.58,Restaurants,Credit
TXN00020867,CUST000694,2024-10-15,156.1,Entertainment,Credit
TXN00044908,CUST000694,2024-10-19,586.82,Entertainment,Debit
TXN00019651,CUST000695,2024-01-19,8.87,Shopping,Debit
TXN00002704,CUST000695,2024-02-17,88.25,Shopping,Credit
TXN00010396,CUST000695,2024-03-31,220.98,Groceries,Credit
TXN00044290,CUST000695,2024-04-05,516.71,Gas,Debit
TXN00011835,CUST000695,2024-04-08,138.77,Groceries,Debit
TXN00015385,CUST000695,2024-04-15,170.12,Healthcare,Debit
TXN00007586,CUST000695,2024-05-02,287.58,Groceries,Debit
TXN00007804,CUST000695,2024-06-05,709.92,Groceries,Debit
TXN00024310,CUST000695,2024-09-17,2036.54,Gas,Debit
TXN00036750,CUST000695,2024-10-01,384.6,Gas,Debit
TXN00030164,CUST000695,2024-10-26,42.86,Gas,Debit
TXN00033986,CUST000696,2024-01-01,63.55,Utilities,Credit
TXN00012724,CUST000696,2024-01-17,78.97,Gas,Debit
TXN00033528,CUST000696,2024-01-21,19.67,Shopping,Credit
TXN00041489,CUST000696,2024-03-08,96.51,Groceries,Debit
TXN00038758,CUST000696,2024-04-02,113.46,Shopping,Credit
TXN00022620,CUST000696,2024-06-09,116.1,Groceries,Debit
TXN00022393,CUST000696,2024-06-12,17.5,Utilities,Debit
TXN00026774,CUST000696,2024-07-16,651.15,Travel,Credit
TXN00010651,CUST000696,2024-08-19,156.31,Shopping,Debit
TXN00000596,CUST000696,2024-09-08,5.0,Groceries,Credit
TXN00043913,CUST000696,2024-09-26,8.89,Shopping,Debit
TXN00022258,CUST000696,2024-10-17,79.77,Restaurants,Credit
TXN00036246,CUST000696,2024-10-25,22.9,Entertainment,Debit
TXN00048930,CUST000696,2024-10-29,36.39,Gas,Debit
TXN00028139,CUST000697,2024-05-12,21.65,Gas,Debit
TXN00032540,CUST000697,2024-09-13,37.27,Restaurants,Credit
TXN00011490,CUST000697,2024-09-28,454.01,Entertainment,Debit
TXN00041485,CUST000697,2024-09-29,67.76,Utilities,Credit
TXN00008350,CUST000697,2024-10-11,43.44,Groceries,Debit
TXN00006198,CUST000698,2024-01-07,20.7,Gas,Debit
TXN00028515,CUST000698,2024-02-14,46.14,Restaurants,Credit
TXN00025637,CUST000698,2024-02-15,806.05,Groceries,Debit
TXN00006703,CUST000698,2024-04-06,254.84,Travel,Debit
TXN00048270,CUST000698,2024-05-10,95.15,Groceries,Debit
TXN00022885,CUST000698,2024-06-05,409.23,Restaurants,Debit
TXN00034694,CUST000698,2024-07-02,109.68,Gas,Debit
TXN00026406,CUST000698,2024-07-11,9.56,Groceries,Debit
TXN00041968,CUST000698,2024-07-22,43.09,Groceries,Debit
TXN00030348,CUST000698,2024-08-22,755.22,Groceries,Debit
TXN00035016,CUST000699,2024-01-30,17.75,Gas,Debit
TXN00034872,CUST000699,2024-02-17,77.96,Shopping,Credit
TXN00025303,CUST000699,2024-02-24,87.34,Groceries,Credit
TXN00009638,CUST000699,2024-03-09,133.3,Shopping,Debit
TXN00013009,CUST000699,2024-05-10,53.26,Shopping,Debit
TXN00042992,CUST000699,2024-05-14,104.97,Shopping,Debit
TXN00023504,CUST000699,2024-05-17,305.02,Gas,Debit
TXN00042482,CUST000699,2024-05-30,96.97,Restaurants,Debit
TXN00007723,CUST000699,2024-07-25,10.45,Gas,Debit
TXN00016491,CUST000699,2024-08-13,132.2,Gas,Debit
TXN00015842,CUST000699,2024-08-31,400.99,Shopping,Debit
TXN00048726,CUST000699,2024-09-18,350.92,Gas,Debit
TXN00027000,CUST000700,2024-04-07,416.0,Entertainment,Debit
TXN00031318,CUST000700,2024-05-06,53.97,Restaurants,Debit
TXN00027949,CUST000700,2024-05-26,15.86,Gas,Debit
TXN00022206,CUST000700,2024-07-04,46.83,Groceries,Debit
TXN00000361,CUST000700,2024-08-19,148.38,Shopping,Credit
TXN00019460,CUST000700,2024-09-11,44.58,Restaurants,Debit
TXN00036218,CUST000700,2024-09-17,13.44,Groceries,Debit
TXN00016020,CUST000700,2024-10-05,29.08,Utilities,Credit
TXN00043181,CUST000700,2024-10-25,17.76,Utilities,Debit
TXN00012954,CUST000701,2024-02-08,83.1,Shopping,Debit
TXN00004457,CUST000701,2024-02-12,5.0,Groceries,Debit
TXN00014114,CUST000701,2024-02-16,1382.79,Gas,Debit
TXN00024489,CUST000701,2024-02-28,86.84,Groceries,Debit
TXN00027562,CUST000701,2024-03-05,53.82,Shopping,Debit
TXN00033023,CUST000701,2024-05-18,7.85,Gas,Debit
TXN00034942,CUST000701,2024-05-18,24.28,Groceries,Debit
TXN00002881,CUST000701,2024-07-11,32.39,Restaurants,Debit
TXN00017963,CUST000701,2024-07-26,21.57,Gas,Credit
TXN00019729,CUST000701,2024-09-30,202.9,Utilities,Credit
TXN00028991,CUST000701,2024-10-05,12.79,Groceries,Debit
TXN00026766,CUST000702,2024-02-04,1837.36,Shopping,Credit
TXN00005211,CUST000702,2024-03-17,332.82,Groceries,Debit
TXN00049435,CUST000702,2024-04-01,625.36,Entertainment,Credit
TXN00012434,CUST000702,2024-04-20,319.27,Travel,Debit
TXN00028948,CUST000702,2024-04-24,14.94,Groceries,Debit
TXN00016335,CUST000702,2024-04-29,49.32,Utilities,Debit
TXN00037908,CUST000702,2024-05-02,81.96,Groceries,Credit
TXN00004582,CUST000702,2024-07-07,51.12,Restaurants,Debit
TXN00039242,CUST000702,2024-08-09,73.21,Groceries,Credit
TXN00014120,CUST000702,2024-08-31,16.09,Restaurants,Credit
TXN00047697,CUST000702,2024-09-13,46.73,Groceries,Debit
TXN00032969,CUST000702,2024-09-25,253.92,Entertainment,Debit
TXN00030854,CUST000702,2024-09-30,158.09,Gas,Credit
TXN00019222,CUST000702,2024-10-15,132.05,Healthcare,Credit
TXN00004173,CUST000702,2024-10-18,573.7,Healthcare,Credit
TXN00020716,CUST000703,2024-01-08,194.43,Shopping,Debit
TXN00024699,CUST000703,2024-02-13,25.64,Restaurants,Debit
TXN00017551,CUST000703,2024-02-24,39.41,Entertainment,Debit
TXN00001148,CUST000703,2024-05-09,109.07,Groceries,Debit
TXN00036722,CUST000703,2024-06-05,26.43,Gas,Credit
TXN00012671,CUST000703,2024-07-16,32.39,Restaurants,Debit
TXN00002563,CUST000703,2024-08-22,148.58,Shopping,Debit
TXN00048058,CUST000703,2024-09-10,44.08,Shopping,Debit
TXN00011972,CUST000703,2024-09-24,10.16,Restaurants,Debit
TXN00023496,CUST000704,2024-01-05,5.18,Groceries,Debit
TXN00009957,CUST000704,2024-03-22,257.05,Gas,Credit
TXN00021016,CUST000704,2024-04-07,2017.93,Groceries,Credit
TXN00037962,CUST000704,2024-05-28,201.93,Groceries,Debit
TXN00026695,CUST000704,2024-07-23,149.03,Shopping,Credit
TXN00021465,CUST000704,2024-09-17,5.0,Utilities,Debit
TXN00020460,CUST000705,2024-01-25,10.68,Shopping,Credit
TXN00020728,CUST000705,2024-02-18,139.84,Groceries,Debit
TXN00005352,CUST000705,2024-03-03,127.98,Restaurants,Debit
TXN00034265,CUST000705,2024-05-09,113.32,Gas,Debit
TXN00008382,CUST000705,2024-05-26,123.07,Gas,Credit
TXN00043351,CUST000705,2024-06-23,204.49,Shopping,Debit
TXN00018626,CUST000705,2024-08-09,104.94,Shopping,Debit
TXN00018395,CUST000705,2024-08-11,10.97,Restaurants,Debit
TXN00043424,CUST000705,2024-09-10,2431.96,Travel,Debit
TXN00049223,CUST000705,2024-09-23,90.7,Travel,Debit
TXN00009676,CUST000706,2024-01-03,17.89,Gas,Debit
TXN00037455,CUST000706,2024-01-15,15.11,Groceries,Debit
TXN00046451,CUST000706,2024-05-02,1408.23,Restaurants,Debit
TXN00003468,CUST000706,2024-05-21,121.37,Entertainment,Debit
TXN00042195,CUST000706,2024-05-28,43.43,Shopping,Credit
TXN00038965,CUST000706,2024-07-09,98.44,Restaurants,Debit
TXN00041786,CUST000706,2024-07-12,235.12,Utilities,Debit
TXN00034219,CUST000706,2024-07-16,36.59,Shopping,Debit
TXN00035529,CUST000706,2024-07-27,31.95,Shopping,Debit
TXN00002433,CUST000706,2024-09-16,57.59,Restaurants,Credit
TXN00032182,CUST000707,2024-01-09,20.08,Shopping,Debit
TXN00029043,CUST000707,2024-02-16,164.47,Restaurants,Debit
TXN00045670,CUST000707,2024-03-29,187.27,Entertainment,Debit
TXN00029846,CUST000707,2024-04-17,560.54,Groceries,Debit
TXN00025426,CUST000707,2024-05-10,11.14,Groceries,Credit
TXN00006716,CUST000707,2024-06-06,700.42,Shopping,Debit
TXN00028915,CUST000707,2024-07-29,1456.7,Groceries,Debit
TXN00045784,CUST000707,2024-09-08,127.36,Shopping,Debit
TXN00022866,CUST000707,2024-09-19,273.8,Entertainment,Debit
TXN00012023,CUST000707,2024-10-09,57.38,Gas,Credit
TXN00039395,CUST000707,2024-10-10,38.61,Utilities,Credit
TXN00038279,CUST000708,2024-01-22,5.0,Groceries,Credit
TXN00028378,CUST000708,2024-03-10,11.3,Entertainment,Debit
TXN00028858,CUST000708,2024-03-19,44.67,Shopping,Debit
TXN00000880,CUST000708,2024-07-23,71.13,Healthcare,Debit
TXN00040849,CUST000708,2024-08-26,19.28,Gas,Debit
TXN00011458,CUST000708,2024-09-01,69.73,Restaurants,Credit
TXN00033389,CUST000708,2024-10-09,46.64,Restaurants,Debit
TXN00048659,CUST000709,2024-01-03,91.84,Travel,Debit
TXN00027352,CUST000709,2024-01-19,102.55,Shopping,Debit
TXN00025727,CUST000709,2024-05-18,44.34,Restaurants,Credit
TXN00026215,CUST000709,2024-05-19,7.73,Healthcare,Debit
TXN00017802,CUST000709,2024-06-01,116.15,Groceries,Credit
TXN00004511,CUST000709,2024-06-15,337.83,Restaurants,Credit
TXN00010644,CUST000709,2024-07-02,28.29,Groceries,Debit
TXN00032247,CUST000709,2024-09-03,414.91,Groceries,Debit
TXN00019089,CUST000709,2024-09-13,95.68,Shopping,Debit
TXN00023575,CUST000710,2024-02-24,87.98,Entertainment,Credit
TXN00041698,CUST000710,2024-04-03,24.08,Groceries,Credit
TXN00043801,CUST000710,2024-04-07,17.35,Gas,Credit
TXN00042413,CUST000710,2024-06-03,7.43,Shopping,Credit
TXN00000448,CUST000710,2024-06-28,101.72,Groceries,Debit
TXN00002531,CUST000710,2024-07-18,61.65,Entertainment,Debit
TXN00037103,CUST000710,2024-08-02,19.32,Healthcare,Debit
TXN00048812,CUST000710,2024-08-09,185.98,Shopping,Credit
TXN00024889,CUST000711,2024-01-01,91.35,Restaurants,Debit
TXN00000318,CUST000711,2024-01-02,10.12,Restaurants,Debit
TXN00020118,CUST000711,2024-03-09,37.42,Travel,Debit
TXN00004613,CUST000711,2024-05-16,23.16,Gas,Debit
TXN00025611,CUST000711,2024-06-17,31.12,Groceries,Debit
TXN00049097,CUST000711,2024-08-02,1112.8,Utilities,Credit
TXN00036175,CUST000711,2024-09-24,9.81,Gas,Credit
TXN00011694,CUST000712,2024-01-08,37.37,Groceries,Debit
TXN00049161,CUST000712,2024-01-09,21.13,Groceries,Debit
TXN00034474,CUST000712,2024-01-31,26.2,Entertainment,Credit
TXN00032202,CUST000712,2024-02-01,5.0,Shopping,Debit
TXN00032978,CUST000712,2024-02-14,10.37,Shopping,Debit
TXN00027233,CUST000712,2024-02-25,1323.99,Restaurants,Credit
TXN00022871,CUST000712,2024-03-15,7.27,Restaurants,Debit
TXN00030472,CUST000712,2024-05-13,43.58,Travel,Credit
TXN00039578,CUST000712,2024-05-14,229.22,Groceries,Debit
TXN00028082,CUST000712,2024-06-18,56.35,Entertainment,Debit
TXN00032031,CUST000712,2024-06-28,262.0,Groceries,Credit
TXN00003047,CUST000712,2024-07-08,54.1,Groceries,Debit
TXN00016782,CUST000712,2024-07-24,63.99,Shopping,Credit
TXN00024551,CUST000712,2024-07-29,227.2,Groceries,Debit
TXN00003596,CUST000712,2024-08-03,45.0,Healthcare,Debit
