customer_id,age,income_bracket,account_tenure_months,credit_score_tier,num_products,has_checking,has_savings,has_mortgage,has_auto_loan,has_credit_card,avg_monthly_balance,digital_user,customer_segment,campaign_group
CUST000737,48.0,50-75K,7,Very Good,2,1,1,0,0,0,11794.49,0,New,Control
CUST000738,,,151,Good,5,1,0,1,0,0,10476.89,1,Standard,Treatment
CUST000739,,,24,Good,3,1,1,0,0,0,,1,Standard,Control
CUST000740,60.0,30-50K,99,Good,2,1,1,1,0,0,1518.59,1,Standard,Control
CUST000741,22.0,50-75K,10,Fair,2,1,0,0,0,0,9601.03,0,New,Treatment
CUST000742,25.0,,38,Good,1,1,1,0,0,0,33062.37,1,Standard,Control
CUST000743,,,1,Very Good,3,1,1,1,0,0,1451.38,0,New,Treatment
CUST000744,,75-100K,69,Excellent,2,1,1,0,0,0,4377.07,0,Standard,Control
CUST000745,52.0,30-50K,41,Good,2,1,1,0,0,0,6510.04,0,Standard,Control
CUST000746,34.0,75-100K,47,Very Good,5,1,0,0,1,0,2757.96,0,Standard,Treatment
CUST000747,,50-75K,2,Fair,1,1,1,0,0,0,3979.65,1,New,Control
CUST000748,33.0,50-75K,11,Excellent,2,1,0,0,0,0,1430.42,0,New,Control
CUST000749,35.0,50-75K,3,Good,3,1,0,0,0,0,7118.84,1,New,Treatment
CUST000750,,<30K,16,Very Good,2,1,1,0,0,0,,0,Standard,Treatment
CUST000751,31.0,75-100K,47,Very Good,3,1,0,1,0,0,10296.15,0,Standard,Control
CUST000752,24.0,50-75K,40,Good,3,0,1,0,0,0,3846.92,1,Standard,Control
CUST000753,,30-50K,45,Good,3,1,1,1,0,0,11560.51,0,Standard,Control
CUST000754,60.0,<30K,38,Excellent,1,1,0,0,0,0,7379.56,1,Standard,Treatment
CUST000755,30.0,,15,Fair,1,1,1,1,0,0,21642.09,1,Standard,Treatment
CUST000756,75.0,100-150K,13,Very Good,1,1,1,0,0,0,3576.18,1,Standard,Treatment
CUST000757,52.0,75-100K,7,Excellent,1,1,1,0,0,0,,1,New,Treatment
CUST000758,,,90,Good,3,1,1,0,0,0,3755.48,1,Standard,Treatment
CUST000759,32.0,30-50K,46,Very Good,3,1,1,0,1,0,10613.29,1,Standard,Control
CUST000760,55.0,50-75K,9,Excellent,2,1,1,1,0,0,24205.43,1,New,Control
CUST000761,36.0,,9,Very Good,1,1,1,1,1,0,,0,New,Control
CUST000762,46.0,<30K,99,Good,2,0,0,0,1,0,3848.19,1,Standard,Control
CUST000763,75.0,30-50K,65,Good,2,1,1,1,0,0,,1,Standard,Control
CUST000764,43.0,100-150K,51,Poor,1,1,1,0,0,0,15762.08,1,Standard,Control
CUST000765,62.0,<30K,25,Very Good,1,1,1,0,1,0,2852.07,0,Standard,Control
CUST000766,34.0,30-50K,14,Very Good,4,1,0,1,0,0,16120.25,0,Standard,Treatment
CUST000767,,>150K,186,Very Good,2,1,1,0,0,0,,1,Standard,Treatment
CUST000768,,50-75K,76,Good,3,1,0,0,0,0,,0,Standard,Control
CUST000769,35.0,30-50K,17,Poor,1,1,1,0,0,0,3159.35,1,Standard,Control
CUST000770,,<30K,90,Very Good,1,1,1,0,0,0,665.72,1,Standard,Treatment
CUST000771,55.0,<30K,68,Very Good,1,1,1,0,1,0,1941.26,1,Standard,Control
CUST000772,36.0,30-50K,16,Excellent,3,1,1,0,0,0,3089.02,0,Standard,Control
CUST000773,54.0,100-150K,26,Very Good,1,1,1,1,1,0,49493.9,1,Standard,Treatment
CUST000774,59.0,50-75K,9,Very Good,2,1,1,0,0,0,500.0,0,New,Treatment
CUST000775,54.0,75-100K,5,Very Good,1,1,1,0,0,0,,0,New,Control
CUST000776,,100-150K,61,Very Good,2,0,0,1,0,0,3233.49,1,Standard,Treatment
CUST000777,34.0,50-75K,14,Good,2,1,0,0,0,0,1534.43,1,Standard,Treatment
CUST000778,41.0,30-50K,82,Excellent,4,1,1,0,1,0,3084.88,1,Standard,Treatment
CUST000779,43.0,50-75K,240,Very Good,3,1,0,1,0,0,4115.44,0,Standard,Control
CUST000780,54.0,100-150K,3,Good,4,1,1,1,0,0,2199.67,0,New,Control
CUST000781,47.0,75-100K,30,Fair,1,1,1,0,1,0,7546.46,1,Standard,Treatment
CUST000782,24.0,<30K,77,Good,3,1,1,1,0,0,32796.97,0,Growth,Treatment
CUST000783,50.0,75-100K,74,Good,2,1,1,1,0,0,4630.96,1,Standard,Control
CUST000784,54.0,50-75K,68,Good,3,1,0,0,0,0,2156.19,0,Standard,Control
CUST000785,,100-150K,20,Fair,3,1,1,0,0,0,4307.45,1,Standard,Treatment
CUST000786,,,29,Good,2,1,1,0,0,0,3237.25,1,Standard,Control
CUST000787,57.0,50-75K,43,Fair,1,1,1,0,0,0,18326.77,1,Standard,Treatment
CUST000788,51.0,100-150K,175,Very Good,4,1,1,0,0,0,2815.54,1,Standard,Treatment
CUST000789,43.0,50-75K,19,Good,2,1,1,1,0,0,8821.18,1,Standard,Treatment
CUST000790,22.0,50-75K,123,Good,6,1,1,1,0,0,6951.42,1,Standard,Control
CUST000791,,<30K,15,Fair,1,1,1,0,0,0,5586.2,1,Standard,Control
CUST000792,48.0,30-50K,216,Good,2,1,0,0,0,0,1257.19,1,Standard,Treatment
CUST000793,,30-50K,53,Good,1,1,1,0,0,0,,1,Standard,Control
CUST000794,25.0,100-150K,29,Very Good,2,1,1,0,0,0,3911.37,1,Standard,Control
CUST000795,,30-50K,45,Very Good,4,1,1,0,1,0,,0,Standard,Control
CUST000796,60.0,50-75K,15,Fair,5,1,1,0,1,0,,0,Standard,Control
CUST000797,44.0,75-100K,15,Very Good,1,1,1,1,0,0,2763.48,1,Standard,Treatment
CUST000798,55.0,30-50K,5,Good,6,1,0,0,0,0,,1,New,Treatment
CUST000799,,50-75K,5,Excellent,6,1,0,0,0,0,26631.47,0,Growth,Control
CUST000800,,75-100K,20,Excellent,3,1,0,0,0,0,,1,Standard,Treatment
CUST000801,,100-150K,69,Good,2,1,1,1,0,0,5723.37,1,Standard,Treatment
CUST000802,37.0,,44,Very Good,5,1,1,0,0,0,5343.83,0,Standard,Control
CUST000803,46.0,75-100K,5,Very Good,2,1,0,0,0,0,3264.24,1,New,Control
CUST000804,,<30K,91,Very Good,2,1,0,1,0,0,4383.68,0,Standard,Control
CUST000805,38.0,100-150K,44,Very Good,4,1,1,0,0,0,9662.5,1,Standard,Control
CUST000806,40.0,,155,Excellent,2,1,0,0,1,0,15297.48,0,Standard,Control
CUST000807,48.0,75-100K,53,Very Good,1,1,0,1,0,0,500.0,1,Standard,Control
CUST000808,,30-50K,9,Very Good,4,1,1,1,0,0,11682.41,0,New,Control
CUST000809,,100-150K,30,Very Good,3,1,1,0,0,0,,0,Standard,Treatment
CUST000810,31.0,75-100K,50,Very Good,6,1,1,0,0,0,8896.85,1,Standard,Treatment
CUST000811,,75-100K,1,Very Good,2,1,0,1,0,0,7574.4,0,New,Treatment
CUST000812,38.0,,1,Good,1,1,1,1,0,0,4196.01,0,New,Control
CUST000813,,50-75K,6,Good,1,1,1,0,0,0,9235.09,1,New,Control
CUST000814,47.0,50-75K,13,Fair,1,1,1,1,0,0,6920.52,0,Standard,Control
CUST000815,60.0,75-100K,26,Good,5,1,1,1,0,0,4697.59,1,Standard,Control
CUST000816,,<30K,32,Good,3,1,1,0,0,0,4310.43,1,Standard,Treatment
CUST000817,49.0,>150K,7,Excellent,4,1,1,0,0,0,1503.1,1,New,Control
CUST000818,58.0,100-150K,53,Very Good,6,1,0,1,1,0,,0,Standard,Control
CUST000819,46.0,30-50K,43,Very Good,1,0,0,0,0,0,500.0,0,Standard,Treatment
CUST000820,60.0,75-100K,16,Good,2,1,0,1,0,0,6943.02,0,Standard,Control
CUST000821,37.0,50-75K,1,Very Good,3,1,1,1,1,0,12075.11,1,New,Control
CUST000822,,50-75K,3,Very Good,3,1,1,1,0,0,863.96,0,New,Treatment
CUST000823,,30-50K,23,Very Good,2,1,0,0,0,0,,1,Standard,Treatment
CUST000824,39.0,50-75K,8,Good,1,1,1,1,0,0,26993.39,1,New,Control
CUST000825,38.0,75-100K,22,Good,3,1,1,0,1,0,67466.76,1,Growth,Control
CUST000826,,50-75K,47,Very Good,2,1,1,0,0,0,4376.83,0,Standard,Control
CUST000827,,50-75K,38,Very Good,2,1,1,0,0,0,5297.23,1,Standard,Control
CUST000828,37.0,75-100K,12,Excellent,2,0,1,1,0,0,4511.56,1,Standard,Control
CUST000829,38.0,75-100K,20,Excellent,2,1,1,0,0,0,5887.74,1,Standard,Treatment
CUST000830,,<30K,45,Excellent,2,1,0,1,0,0,21649.13,1,Standard,Control
CUST000831,24.0,100-150K,94,Very Good,3,1,1,0,0,0,4934.58,1,Standard,Control
CUST000832,,50-75K,67,Excellent,6,1,0,1,1,0,,1,Standard,Treatment
CUST000833,29.0,30-50K,38,Very Good,2,1,1,0,1,0,6691.32,1,Standard,Treatment
CUST000834,,,21,Good,4,1,1,0,1,0,3096.95,1,Standard,Treatment
CUST000835,44.0,50-75K,21,Good,2,0,1,1,0,0,1281.85,0,Standard,Control
CUST000836,48.0,,101,Good,2,0,0,0,0,0,1282.39,1,Standard,Control
CUST000837,68.0,30-50K,1,Poor,1,1,0,0,0,0,,1,New,Control
CUST000838,30.0,75-100K,212,Fair,2,1,1,1,0,0,10426.89,0,Standard,Control
CUST000839,,<30K,52,Poor,4,1,1,1,0,0,9753.04,1,Standard,Control
CUST000840,,50-75K,54,Very Good,2,1,1,0,1,0,20886.64,1,Standard,Treatment
CUST000841,44.0,>150K,1,Good,3,1,0,0,1,0,1981.77,1,New,Control
CUST000842,55.0,75-100K,44,Good,2,1,1,0,0,0,3153.3,1,Standard,Control
CUST000843,28.0,30-50K,31,Very Good,4,1,0,0,1,0,10536.05,1,Standard,Control
CUST000844,50.0,,5,Very Good,4,1,1,0,0,0,11671.72,1,New,Control
CUST000845,,30-50K,15,Excellent,2,1,1,0,0,0,,1,Standard,Control
CUST000846,52.0,50-75K,106,Very Good,1,1,1,0,0,0,2155.17,1,Standard,Control
CUST000847,49.0,75-100K,38,Good,2,0,0,0,1,0,8650.97,0,Standard,Treatment
CUST000848,75.0,75-100K,25,Good,4,1,1,0,0,0,14116.95,1,Standard,Control
CUST000849,,30-50K,3,Fair,4,1,1,0,0,0,3695.9,1,New,Treatment
CUST000850,37.0,100-150K,60,Fair,1,1,0,0,0,0,8529.84,0,Standard,Treatment
CUST000851,,50-75K,58,Good,1,1,1,0,1,0,4931.54,0,Standard,Control
CUST000852,36.0,30-50K,45,Excellent,1,1,1,0,1,0,2248.68,1,Standard,Treatment
CUST000853,35.0,50-75K,34,Poor,3,1,1,1,0,0,11875.81,0,Standard,Control
CUST000854,62.0,50-75K,27,Fair,4,1,1,1,0,0,3741.28,0,Standard,Treatment
CUST000855,66.0,50-75K,43,Fair,1,1,1,0,0,0,797.37,1,Standard,Control
CUST000856,36.0,50-75K,12,Very Good,3,1,0,0,0,0,2231.31,0,Standard,Treatment
CUST000857,,50-75K,136,Good,6,1,1,1,0,0,500.0,1,Standard,Treatment
CUST000858,52.0,30-50K,42,Good,1,1,1,1,0,0,126093.5,1,Standard,Control
CUST000859,,75-100K,17,Fair,1,1,0,0,0,0,23364.54,0,Standard,Control
CUST000860,54.0,50-75K,28,Good,1,1,0,0,1,0,1008.88,0,Standard,Control
CUST000861,,<30K,78,Fair,3,1,0,0,1,0,2421.69,1,Standard,Control
CUST000862,22.0,75-100K,8,Good,6,1,0,1,0,0,6438.23,1,New,Control
CUST000863,,,16,Fair,2,1,0,1,0,0,33505.21,1,Standard,Treatment
CUST000864,71.0,100-150K,54,Very Good,4,1,0,1,0,0,11720.29,1,Standard,Control
CUST000865,35.0,30-50K,18,Good,5,1,0,0,0,0,6405.73,1,Standard,Control
CUST000866,,<30K,75,Very Good,3,1,0,1,0,0,2425.67,0,Standard,Control
CUST000867,49.0,,6,Good,4,1,1,0,1,0,8724.79,1,New,Control
CUST000868,,<30K,69,Good,2,1,1,1,0,0,8312.95,1,Standard,Treatment
CUST000869,,,3,Fair,1,1,0,0,0,0,5121.41,1,New,Control
CUST000870,,,1,Good,1,1,1,0,0,0,4466.57,1,New,Control
CUST000871,,30-50K,109,Good,2,1,0,0,1,0,2874.1,1,Standard,Control
CUST000872,33.0,50-75K,41,Good,1,1,1,1,0,0,23022.69,1,Standard,Control
CUST000873,24.0,30-50K,20,Very Good,2,1,0,1,0,0,645.56,0,Standard,Control
CUST000874,,75-100K,12,Very Good,1,1,1,0,0,0,7116.94,1,Standard,Control
CUST000875,44.0,50-75K,46,Very Good,3,1,1,0,0,0,,1,Standard,Control
CUST000876,71.0,30-50K,34,Fair,2,1,0,0,1,0,500.0,1,Standard,Treatment
CUST000877,37.0,30-50K,229,Very Good,2,1,1,0,0,0,3121.62,1,Standard,Control
CUST000878,48.0,50-75K,196,Fair,4,1,1,0,0,0,1446.78,1,Standard,Control
CUST000879,44.0,,48,Very Good,3,1,1,0,0,0,1423.57,0,Standard,Control
CUST000880,62.0,50-75K,28,Good,5,1,1,0,0,0,1919.91,0,Standard,Control
CUST000881,,50-75K,32,Fair,5,1,1,1,1,0,21896.69,1,Growth,Treatment
CUST000882,37.0,,55,Very Good,2,1,1,1,1,0,4577.57,0,Standard,Control
CUST000883,37.0,100-150K,5,Very Good,3,1,0,0,0,0,12017.35,0,New,Control
CUST000884,60.0,100-150K,19,Good,4,0,1,0,0,0,,1,Standard,Treatment
CUST000885,55.0,,3,Poor,1,1,1,0,0,0,2337.47,1,New,Control
CUST000886,72.0,30-50K,3,Good,1,1,0,0,1,0,2950.13,1,New,Control
CUST000887,53.0,<30K,10,Excellent,4,1,1,1,0,0,,1,New,Control
CUST000888,39.0,,31,Very Good,5,1,1,1,0,0,9303.07,1,Standard,Control
CUST000889,53.0,,73,Excellent,1,1,1,0,0,0,6802.76,0,Standard,Treatment
CUST000890,61.0,,31,Fair,4,1,1,1,0,0,1864.87,1,Standard,Control
CUST000891,,100-150K,19,Good,2,1,1,1,1,0,11946.74,1,Standard,Control
CUST000892,,<30K,4,Very Good,6,1,0,0,0,0,2365.87,1,New,Treatment
CUST000893,61.0,100-150K,38,Good,3,0,1,1,0,0,,1,Standard,Control
CUST000894,,50-75K,15,Fair,2,1,1,0,1,0,,0,Standard,Treatment
CUST000895,65.0,,45,Very Good,3,1,1,0,0,0,3614.89,0,Standard,Control
CUST000896,,50-75K,181,Very Good,2,1,1,0,0,0,,0,Standard,Treatment
CUST000897,42.0,<30K,5,Very Good,2,1,1,1,0,0,5559.71,0,New,Control
CUST000898,47.0,50-75K,11,Very Good,1,1,1,0,0,0,1841.97,1,New,Treatment
CUST000899,63.0,30-50K,30,Very Good,3,1,1,0,0,0,9418.4,0,Standard,Control
CUST000900,32.0,50-75K,166,Very Good,2,0,1,1,0,0,1932.68,1,Standard,Treatment
CUST000901,50.0,50-75K,70,Fair,1,1,0,0,0,0,,1,Standard,Control
CUST000902,39.0,100-150K,109,Good,3,1,1,1,0,0,,1,Standard,Treatment
CUST000903,45.0,75-100K,19,Very Good,1,1,0,0,0,0,1474.09,1,Standard,Treatment
CUST000904,,50-75K,231,Excellent,1,1,1,0,0,0,,1,Standard,Treatment
CUST000905,47.0,75-100K,5,Poor,4,1,1,0,0,0,3698.24,0,New,Control
CUST000906,,100-150K,2,Good,3,1,1,1,0,0,10663.69,0,New,Control
CUST000907,24.0,<30K,92,Good,3,1,0,0,0,0,1915.85,1,Standard,Treatment
CUST000908,56.0,50-75K,125,Fair,2,1,1,0,1,0,13710.44,1,Standard,Control
CUST000909,,30-50K,4,Good,4,1,1,0,0,0,2555.03,1,New,Treatment
CUST000910,75.0,<30K,5,Very Good,1,1,0,0,0,0,3538.36,1,New,Treatment
CUST000911,40.0,75-100K,1,Poor,1,0,0,0,0,0,,0,New,Control
CUST000912,,,5,Very Good,3,1,1,0,0,0,703.19,1,New,Control
CUST000913,48.0,30-50K,11,Very Good,1,1,1,0,1,0,12206.2,0,New,Control
CUST000914,,75-100K,168,Excellent,6,1,1,0,0,0,2208.65,1,Standard,Control
CUST000915,43.0,100-150K,52,Fair,4,1,1,1,0,0,500.0,1,Standard,Treatment
CUST000916,49.0,100-150K,72,Very Good,5,1,1,0,0,0,2324.22,0,Standard,Control
CUST000917,54.0,30-50K,71,Good,4,1,0,0,1,0,,1,Standard,Control
CUST000918,47.0,100-150K,36,Good,3,1,1,0,0,0,1169.44,1,Standard,Treatment
CUST000919,38.0,30-50K,76,Good,2,1,1,0,0,0,17041.85,0,Standard,Control
CUST000920,47.0,50-75K,43,Very Good,2,1,1,1,1,0,2537.91,1,Standard,Treatment
CUST000921,61.0,<30K,18,Poor,3,1,1,1,0,0,,1,Standard,Control
CUST000922,29.0,<30K,39,Excellent,1,1,1,0,1,0,,0,Standard,Control
CUST000923,46.0,75-100K,36,Very Good,3,1,1,0,0,0,,1,Standard,Control
CUST000924,34.0,50-75K,83,Very Good,3,1,1,1,0,0,3385.41,0,Standard,Control
CUST000925,62.0,30-50K,192,Very Good,2,1,0,1,0,0,4372.59,1,Standard,Treatment
CUST000926,,30-50K,25,Good,3,1,1,1,0,0,7554.08,0,Standard,Control
CUST000927,,75-100K,69,Very Good,1,1,1,0,0,0,1916.49,1,Standard,Treatment
CUST000928,50.0,,5,Good,4,1,1,1,0,0,674.75,1,New,Control
CUST000929,68.0,,71,Excellent,1,1,0,1,0,0,37486.52,0,Standard,Treatment
CUST000930,44.0,<30K,22,Fair,1,1,0,0,0,0,5955.4,1,Standard,Control
CUST000931,36.0,30-50K,1,Good,2,1,1,0,0,0,4362.34,0,New,Treatment
CUST000932,,,21,Good,2,1,1,1,0,0,16884.32,1,Standard,Control
CUST000933,,50-75K,45,Good,1,1,1,0,0,0,1482.51,1,Standard,Control
CUST000934,22.0,30-50K,6,Good,5,1,1,1,0,0,,1,New,Treatment
CUST000935,,30-50K,123,Good,4,1,0,0,0,0,10186.91,0,Standard,Treatment
CUST000936,,>150K,3,Very Good,3,1,1,0,0,0,,1,Growth,Control
CUST000937,,50-75K,127,Good,4,1,1,1,1,0,873.62,1,Standard,Control
CUST000938,55.0,<30K,58,Good,3,1,1,1,0,0,4543.76,0,Standard,Treatment
CUST000939,48.0,50-75K,19,Good,1,1,1,0,0,0,,1,Standard,Control
CUST000940,,100-150K,23,Good,4,1,0,1,1,0,7992.72,1,Standard,Control
CUST000941,25.0,30-50K,64,Good,2,1,1,0,0,0,3200.66,1,Standard,Treatment
CUST000942,58.0,<30K,44,Very Good,2,1,1,0,0,0,1537.28,1,Standard,Treatment
CUST000943,54.0,75-100K,53,Fair,2,1,1,0,0,0,500.0,1,Standard,Treatment
CUST000944,43.0,,23,Fair,6,1,1,0,1,0,51548.63,1,Growth,Control
CUST000945,72.0,50-75K,32,Good,3,1,1,0,1,0,31411.1,0,Growth,Control
CUST000946,28.0,<30K,220,Good,2,1,1,1,1,0,2066.62,0,Standard,Treatment
CUST000947,22.0,,11,Good,1,1,1,1,0,0,4666.89,0,New,Control
CUST000948,34.0,,25,Very Good,3,1,0,0,0,0,2194.24,1,Standard,Control
CUST000949,44.0,30-50K,16,Good,2,1,1,1,0,0,3180.64,0,Standard,Treatment
CUST000950,48.0,50-75K,69,Good,2,1,1,1,0,0,3830.91,1,Standard,Treatment
CUST000951,41.0,50-75K,69,Very Good,4,1,0,0,0,0,1058.41,0,Standard,Control
CUST000952,50.0,30-50K,16,Good,1,1,0,0,0,0,,1,Standard,Treatment
CUST000953,26.0,,4,Very Good,1,1,0,1,0,0,5214.83,1,New,Control
CUST000954,,75-100K,1,Good,2,1,1,1,1,0,636.3,0,New,Control
CUST000955,43.0,75-100K,26,Good,4,1,1,1,0,0,1917.48,1,Standard,Treatment
CUST000956,,<30K,25,Very Good,2,1,1,0,1,0,842.24,0,Standard,Treatment
CUST000957,50.0,<30K,213,Good,1,1,1,1,0,0,,1,Standard,Treatment
CUST000958,,50-75K,30,Excellent,5,1,0,1,0,0,3423.61,0,Standard,Treatment
CUST000959,,,14,Good,3,1,1,1,1,0,3783.32,1,Standard,Control
CUST000960,51.0,>150K,106,Very Good,1,1,0,0,0,0,,1,Standard,Control
CUST000961,54.0,30-50K,32,Very Good,2,1,1,0,1,0,,1,Premium,Control
CUST000962,,50-75K,43,Very Good,3,1,1,0,0,0,,0,Standard,Treatment
CUST000963,47.0,,4,Very Good,2,1,1,0,1,0,,1,New,Treatment
CUST000964,55.0,50-75K,23,Very Good,2,1,1,0,0,0,5295.51,1,Standard,Treatment
CUST000965,43.0,<30K,138,Good,1,1,0,1,0,0,,1,Standard,Treatment
CUST000966,66.0,50-75K,42,Good,1,1,1,0,1,0,3972.9,1,Standard,Treatment
CUST000967,34.0,30-50K,20,Poor,5,1,1,0,0,0,4636.87,0,Standard,Control
CUST000968,72.0,100-150K,47,Fair,2,1,0,0,0,0,11181.7,1,Standard,Control
CUST000969,44.0,,115,Very Good,2,1,0,0,0,0,1220.42,1,Standard,Treatment
CUST000970,23.0,100-150K,15,Poor,2,0,0,0,1,0,,1,Standard,Treatment
CUST000971,46.0,75-100K,33,Fair,1,1,1,0,0,0,1253.98,0,Standard,Control
CUST000972,34.0,30-50K,152,Very Good,6,1,0,1,0,0,2072.54,1,Standard,Control
CUST000973,,75-100K,9,Poor,6,1,0,1,1,0,3239.27,0,New,Control
CUST000974,,<30K,61,Good,2,1,1,0,1,0,1099.3,0,Standard,Control
CUST000975,38.0,>150K,45,Very Good,3,1,1,1,0,0,,0,Standard,Treatment
CUST000976,22.0,50-75K,54,Very Good,3,1,0,0,1,0,1415.92,0,Standard,Control
CUST000977,38.0,30-50K,20,Very Good,2,1,0,1,0,0,10584.26,0,Standard,Control
CUST000978,22.0,30-50K,18,Good,3,0,0,1,0,0,,1,Standard,Control
CUST000979,22.0,<30K,55,Good,1,0,1,0,0,0,2635.93,1,Standard,Control
CUST000980,,>150K,11,Very Good,2,1,1,0,0,0,12968.09,1,New,Treatment
CUST000981,56.0,<30K,26,Good,4,1,1,0,1,0,10000.41,0,Standard,Control
CUST000982,51.0,75-100K,10,Very Good,4,1,1,0,0,0,,0,New,Treatment
CUST000983,30.0,50-75K,1,Excellent,3,1,1,0,0,0,591.7,0,New,Control
CUST000984,,100-150K,168,Good,2,1,1,0,0,0,20486.24,1,Standard,Control
CUST000985,,,27,Good,1,1,1,0,0,0,27514.14,1,Standard,Control
CUST000986,27.0,50-75K,167,Poor,4,1,1,0,0,0,3445.26,0,Standard,Treatment
CUST000987,,50-75K,7,Very Good,1,1,1,0,1,0,1486.01,1,New,Control
CUST000988,58.0,,42,Poor,2,1,1,0,0,0,1103.83,1,Standard,Control
CUST000989,41.0,,10,Good,1,1,1,0,1,0,3286.57,1,New,Control
CUST000990,45.0,30-50K,74,Very Good,3,1,1,1,0,0,1271.32,1,Standard,Treatment
CUST000991,48.0,30-50K,73,Good,3,1,0,0,0,0,,0,Standard,Control
CUST000992,22.0,75-100K,5,Good,3,1,1,1,0,0,2414.51,1,New,Control
CUST000993,41.0,30-50K,116,Very Good,1,1,0,1,0,0,947.14,0,Standard,Control
CUST000994,34.0,50-75K,10,Good,2,1,0,0,0,0,2096.53,1,New,Treatment
CUST000995,,30-50K,45,Very Good,1,1,1,0,0,0,5228.05,1,Standard,Treatment
CUST000996,,100-150K,203,Very Good,2,0,0,0,1,0,1576.69,0,Standard,Control
CUST000997,71.0,100-150K,102,Fair,2,1,1,1,1,0,3088.9,0,Standard,Treatment
CUST000998,54.0,50-75K,150,Excellent,1,1,1,0,0,0,13789.13,0,Standard,Control
CUST000999,36.0,30-50K,20,Fair,4,1,1,0,0,0,,1,Standard,Control
CUST001000,,30-50K,5,Excellent,1,1,1,1,0,0,1548.24,0,New,Treatment
CUST001001,65.0,<30K,10,Poor,3,1,1,1,0,0,5453.81,0,New,Control
CUST001002,58.0,30-50K,33,Good,1,1,1,1,1,0,19041.13,1,Standard,Control
CUST001003,45.0,75-100K,75,Fair,2,1,1,0,0,0,,1,Standard,Treatment
CUST001004,,50-75K,7,Poor,4,0,1,0,1,0,2109.9,1,New,Control
CUST001005,55.0,100-150K,51,Very Good,2,1,1,1,0,0,2101.28,0,Standard,Control
CUST001006,50.0,,18,Very Good,1,1,1,0,0,0,,1,Standard,Treatment
CUST001007,,,20,Very Good,1,1,0,0,0,0,3182.65,1,Standard,Control
CUST001008,54.0,50-75K,52,Good,5,1,1,0,0,0,94484.87,1,Growth,Treatment
CUST001009,,50-75K,30,Good,2,1,1,1,0,0,,1,Standard,Control
CUST001010,36.0,30-50K,80,Very Good,1,1,1,1,1,0,42005.94,0,Standard,Control
CUST001011,64.0,50-75K,8,Good,3,1,1,0,0,0,13140.84,0,New,Control
CUST001012,47.0,50-75K,74,Very Good,3,1,1,1,0,0,500.0,0,Standard,Control
CUST001013,75.0,75-100K,3,Very Good,3,1,0,0,0,0,2655.01,0,New,Control
CUST001014,,100-150K,10,Fair,2,1,1,0,0,0,4504.58,1,New,Treatment
CUST001015,71.0,30-50K,51,Very Good,1,1,0,1,0,0,5974.02,0,Standard,Control
CUST001016,47.0,<30K,92,Very Good,4,1,0,1,0,0,5304.53,1,Standard,Treatment
CUST001017,35.0,,13,Very Good,3,1,1,0,1,0,619.62,0,Standard,Control
CUST001018,,50-75K,19,Fair,2,1,0,0,0,0,591.68,1,Standard,Treatment
CUST001019,40.0,30-50K,36,Good,4,1,1,0,0,0,,1,Standard,Treatment
CUST001020,,75-100K,11,Good,1,1,0,0,0,0,3008.9,1,New,Control
CUST001021,52.0,>150K,80,Good,4,1,1,1,0,0,22571.42,0,Growth,Control
CUST001022,36.0,100-150K,71,Fair,1,1,1,0,0,0,,1,Standard,Control
CUST001023,,30-50K,7,Very Good,2,1,0,1,1,0,12326.48,1,New,Control
CUST001024,75.0,100-150K,29,Very Good,1,1,1,0,0,0,10682.92,1,Standard,Treatment
CUST001025,70.0,,71,Good,1,1,0,0,0,0,4509.84,1,Standard,Control
CUST001026,51.0,50-75K,19,Fair,2,1,1,0,0,0,18434.19,0,Standard,Control
CUST001027,,50-75K,48,Excellent,3,1,1,0,0,0,2806.81,1,Standard,Control
CUST001028,46.0,75-100K,2,Fair,3,1,1,0,0,0,4600.34,1,New,Control
CUST001029,54.0,50-75K,45,Very Good,6,1,0,0,0,0,5322.83,1,Standard,Treatment
CUST001030,29.0,30-50K,7,Excellent,2,1,1,0,1,0,1777.35,1,New,Control
CUST001031,41.0,50-75K,85,Very Good,5,1,1,1,0,0,1218.91,1,Standard,Control
CUST001032,,50-75K,21,Excellent,1,1,1,0,0,0,,1,Standard,Control
CUST001033,50.0,30-50K,15,Very Good,3,1,0,0,1,0,1397.56,0,Standard,Control
CUST001034,54.0,100-150K,88,Fair,1,1,1,0,1,0,4165.74,0,Standard,Control
CUST001035,37.0,75-100K,2,Fair,1,1,1,0,0,0,7089.89,1,New,Treatment
CUST001036,68.0,50-75K,24,Good,3,1,1,1,0,0,1083.66,0,Standard,Treatment
CUST001037,26.0,,22,Poor,1,1,1,0,0,0,5238.95,1,Standard,Treatment
CUST001038,23.0,50-75K,16,Very Good,5,1,0,0,0,0,3611.88,1,Standard,Control
CUST001039,48.0,<30K,116,Good,2,1,1,0,1,0,14952.36,1,Standard,Treatment
CUST001040,,,66,Very Good,2,1,0,0,0,0,2679.86,1,Standard,Control
CUST001041,,50-75K,3,Good,2,1,1,0,0,0,32909.84,0,New,Control
CUST001042,38.0,50-75K,60,Good,6,1,1,0,0,0,12257.02,1,Standard,Control
CUST001043,61.0,50-75K,35,Excellent,5,0,1,0,0,0,3295.64,1,Standard,Treatment
CUST001044,44.0,<30K,110,Good,1,1,0,1,1,0,,1,Standard,Control
CUST001045,42.0,,18,Very Good,1,1,1,0,1,0,14228.13,0,Standard,Control
