customer_id,age,income_bracket,account_tenure_months,credit_score_tier,num_products,has_checking,has_savings,has_mortgage,has_auto_loan,has_credit_card,avg_monthly_balance,digital_user,customer_segment
CUST001068,62,50-75K,15,Very Good,6,0,1,1,0,0,1811.37,0,Standard
CUST001069,37,30-50K,240,Very Good,1,1,1,0,0,0,500.0,1,Standard
CUST001070,50,30-50K,3,Very Good,4,1,1,1,1,0,20516.41,1,Growth
CUST001071,44,75-100K,2,Good,1,1,1,0,0,0,15452.56,1,New
CUST001072,52,>150K,11,Good,3,1,1,0,1,0,12767.93,1,New
CUST001073,46,30-50K,170,Fair,3,1,1,1,0,0,22958.04,1,Growth
CUST001074,25,50-75K,185,Good,1,1,1,0,0,0,42463.49,1,Standard
CUST001075,59,50-75K,51,Good,2,1,1,1,0,0,500.0,1,Standard
CUST001076,37,50-75K,101,Good,6,1,1,0,0,0,587.68,1,Standard
CUST001077,22,30-50K,11,Fair,4,1,1,0,0,0,3507.4,1,New
CUST001078,38,75-100K,171,Good,2,1,0,0,0,0,15903.33,1,Standard
CUST001079,67,50-75K,7,Poor,3,1,1,0,0,0,6949.55,1,New
CUST001080,57,50-75K,5,Excellent,2,1,0,1,1,0,6967.8,0,New
CUST001081,39,30-50K,5,Good,6,1,1,0,0,0,2879.87,1,New
CUST001082,39,30-50K,40,Good,4,1,0,1,1,0,1780.31,1,Standard
CUST001083,40,<30K,72,Good,4,1,1,0,0,0,4373.17,1,Standard
CUST001084,75,75-100K,21,Very Good,3,1,1,1,0,0,3621.39,0,Standard
CUST001085,50,30-50K,182,Excellent,2,1,1,1,0,0,2866.2,1,Standard
CUST001086,51,75-100K,27,Fair,4,1,0,0,0,0,10455.26,1,Standard
CUST001087,60,30-50K,7,Good,2,1,1,1,0,0,4856.5,0,New
CUST001088,48,50-75K,30,Excellent,1,1,1,0,0,0,8356.16,0,Standard
CUST001089,41,50-75K,54,Good,3,1,0,0,0,0,4298.21,0,Standard
CUST001090,42,30-50K,85,Poor,1,1,1,0,0,0,11199.42,0,Standard
CUST001091,43,<30K,29,Fair,2,1,1,1,0,0,1306.06,1,Standard
CUST001092,44,30-50K,43,Poor,1,1,0,0,1,0,900.43,1,Standard
CUST001093,55,75-100K,14,Excellent,5,1,0,0,1,0,3280.69,1,Standard
CUST001094,45,75-100K,49,Good,6,1,1,0,0,0,12300.9,0,Standard
CUST001095,55,30-50K,204,Excellent,2,1,0,0,0,0,3182.26,1,Standard
CUST001096,43,50-75K,2,Excellent,4,1,1,1,0,0,56430.11,0,Premium
CUST001097,46,30-50K,104,Very Good,1,1,1,0,0,0,1446.95,1,Standard
CUST001098,22,30-50K,39,Poor,3,1,0,0,0,0,3895.56,1,Standard
CUST001099,58,<30K,13,Fair,1,0,1,0,0,0,542.51,1,Standard
CUST001100,50,100-150K,148,Good,2,1,1,0,0,0,28953.48,0,Standard
CUST001101,59,30-50K,31,Good,3,1,0,1,1,0,4253.35,1,Standard
CUST001102,22,30-50K,19,Very Good,5,1,1,0,1,0,500.0,0,Standard
CUST001103,75,30-50K,9,Good,3,1,1,1,0,0,3364.95,1,New
CUST001104,42,<30K,13,Excellent,2,1,1,0,0,0,500.0,1,Standard
CUST001105,61,50-75K,85,Good,2,1,1,0,1,0,21230.86,1,Standard
CUST001106,29,<30K,45,Very Good,3,1,1,1,0,0,1647.24,0,Standard
CUST001107,54,<30K,117,Excellent,4,1,1,1,0,0,5159.83,0,Standard
CUST001108,29,50-75K,12,Fair,2,1,0,1,1,0,2021.05,1,Standard
CUST001109,35,30-50K,6,Fair,2,1,0,0,0,0,3866.26,0,New
CUST001110,73,75-100K,1,Fair,1,1,1,0,0,0,12887.83,1,New
CUST001111,42,50-75K,34,Fair,3,1,1,1,1,0,3021.77,1,Standard
CUST001112,48,30-50K,240,Good,1,1,1,0,1,0,9592.17,1,Standard
CUST001113,58,75-100K,56,Good,3,1,1,0,0,0,500.0,0,Standard
CUST001114,52,<30K,17,Good,2,1,1,0,1,0,1066.72,1,Standard
CUST001115,47,50-75K,100,Excellent,3,1,1,0,0,0,5232.71,1,Standard
CUST001116,50,50-75K,73,Fair,3,0,1,0,0,0,2074.94,0,Standard
CUST001117,75,30-50K,1,Good,5,1,1,1,0,0,20102.86,0,Growth
CUST001118,44,50-75K,81,Fair,3,1,0,0,1,0,13417.75,0,Standard
CUST001119,48,100-150K,17,Good,1,1,1,1,1,0,25236.63,1,Standard
CUST001120,60,>150K,7,Good,1,1,1,0,0,0,5531.66,1,New
CUST001121,61,50-75K,12,Excellent,1,1,1,0,1,0,2013.94,1,Standard
CUST001122,62,50-75K,30,Good,2,1,1,0,1,0,10249.0,1,Standard
CUST001123,54,30-50K,26,Poor,2,1,1,0,0,0,1386.26,0,Standard
CUST001124,27,30-50K,16,Good,1,1,1,0,1,0,3468.81,1,Standard
CUST001125,69,50-75K,9,Fair,1,1,1,1,1,0,8020.35,1,New
CUST001126,27,30-50K,68,Fair,1,1,0,1,0,0,2108.4,0,Standard
CUST001127,49,100-150K,221,Very Good,3,1,0,0,0,0,86380.53,0,Premium
CUST001128,33,30-50K,72,Poor,5,1,1,0,0,0,11671.46,1,Standard
CUST001129,44,30-50K,16,Good,3,1,1,0,0,0,1630.86,1,Standard
CUST001130,49,30-50K,13,Very Good,2,1,1,0,0,0,15518.36,1,Standard
CUST001131,49,75-100K,11,Good,1,1,1,1,0,0,34875.54,0,New
CUST001132,51,75-100K,7,Poor,5,1,1,0,1,0,804.54,0,New
CUST001133,69,50-75K,38,Excellent,1,1,1,0,0,0,22827.55,1,Standard
CUST001134,51,30-50K,44,Good,1,1,1,1,1,0,1080.94,1,Standard
CUST001135,41,75-100K,58,Very Good,4,1,1,0,1,0,4863.72,1,Standard
CUST001136,59,<30K,54,Good,5,1,1,0,0,0,6063.27,1,Standard
CUST001137,62,100-150K,16,Good,3,1,1,0,0,0,2228.99,1,Standard
CUST001138,26,50-75K,19,Good,5,1,0,0,0,0,2220.4,0,Standard
CUST001139,53,30-50K,54,Good,3,1,0,1,0,0,1759.57,1,Standard
CUST001140,55,50-75K,20,Poor,4,1,1,0,0,0,2570.02,0,Standard
CUST001141,40,75-100K,11,Good,1,1,1,0,0,0,1490.77,1,New
CUST001142,65,<30K,22,Excellent,3,1,1,0,0,0,18688.48,0,Standard
CUST001143,42,100-150K,15,Very Good,5,1,1,0,0,0,841.7,0,Standard
CUST001144,46,50-75K,4,Fair,1,1,1,0,1,0,42507.65,1,New
CUST001145,42,30-50K,85,Very Good,3,1,1,1,0,0,4187.18,1,Standard
CUST001146,45,<30K,92,Excellent,3,0,1,0,0,0,500.0,1,Standard
CUST001147,28,50-75K,11,Very Good,3,1,1,1,0,0,12423.81,0,New
CUST001148,23,50-75K,3,Fair,2,1,0,0,0,0,3084.06,1,New
CUST001149,68,50-75K,64,Very Good,5,1,1,0,1,0,1174.52,1,Standard
CUST001150,32,75-100K,11,Good,2,1,1,0,0,0,3263.15,1,New
CUST001151,30,50-75K,23,Good,1,1,1,1,0,0,1940.99,1,Standard
CUST001152,22,>150K,3,Good,3,1,1,0,0,0,23038.52,1,Growth
CUST001153,35,50-75K,12,Very Good,3,1,1,0,0,0,1926.01,0,Standard
CUST001154,25,75-100K,75,Excellent,1,1,0,0,0,0,1002.96,1,Standard
CUST001155,69,<30K,78,Excellent,3,1,0,0,0,0,2099.32,1,Standard
CUST001156,60,30-50K,11,Poor,3,0,1,0,1,0,1493.66,0,New
CUST001157,34,30-50K,19,Excellent,2,0,1,1,0,0,17902.1,1,Standard
CUST001158,75,50-75K,6,Poor,5,1,1,0,0,0,6256.74,0,New
CUST001159,59,100-150K,3,Good,1,1,0,0,1,0,845.65,0,New
CUST001160,40,<30K,232,Good,4,1,0,0,0,0,1384.01,0,Standard
CUST001161,22,<30K,51,Good,1,1,1,0,0,0,2880.38,0,Standard
CUST001162,75,100-150K,37,Very Good,3,1,0,0,0,0,538.56,0,Standard
CUST001163,24,30-50K,69,Good,3,1,1,0,0,0,1300.76,0,Standard
CUST001164,22,75-100K,87,Excellent,3,1,1,0,0,0,7252.12,0,Standard
CUST001165,60,50-75K,78,Good,1,1,1,1,1,0,43368.65,1,Standard
CUST001166,75,75-100K,1,Good,2,1,1,0,0,0,541.72,1,New
CUST001167,65,<30K,9,Excellent,1,1,0,1,1,0,129566.66,1,Premium
CUST001168,53,<30K,51,Poor,1,1,1,1,0,0,7706.96,1,Standard
CUST001169,53,50-75K,22,Very Good,3,1,0,0,0,0,1259.76,0,Standard
CUST001170,57,100-150K,194,Very Good,3,1,0,0,0,0,30721.54,0,Growth
CUST001171,56,50-75K,52,Good,2,1,0,1,0,0,8119.91,0,Standard
CUST001172,49,30-50K,150,Very Good,3,1,1,0,1,0,13563.22,0,Standard
CUST001173,46,50-75K,10,Fair,4,1,0,0,0,0,13232.39,1,New
CUST001174,44,100-150K,95,Very Good,3,1,1,0,0,0,17861.39,0,Standard
CUST001175,33,75-100K,18,Fair,1,1,0,0,1,0,1095.4,1,Standard
CUST001176,40,>150K,219,Good,3,1,1,0,0,0,12944.97,0,Standard
CUST001177,22,<30K,8,Poor,2,1,1,0,0,0,5240.07,0,New
CUST001178,43,<30K,34,Good,5,1,0,1,0,0,9868.2,0,Standard
CUST001179,30,50-75K,75,Very Good,1,1,0,0,0,0,2185.35,0,Standard
CUST001180,28,75-100K,27,Excellent,1,1,0,1,1,0,2261.4,1,Standard
CUST001181,47,30-50K,30,Very Good,2,1,1,0,1,0,2452.26,1,Standard
CUST001182,65,30-50K,206,Good,2,1,1,0,0,0,11819.02,0,Standard
CUST001183,58,75-100K,26,Excellent,1,1,1,1,1,0,4442.6,1,Standard
CUST001184,22,<30K,44,Good,5,1,1,0,1,0,2573.42,0,Standard
CUST001185,30,30-50K,2,Good,4,1,1,1,0,0,3279.17,1,New
CUST001186,59,50-75K,88,Very Good,1,1,1,0,0,0,22046.11,1,Standard
CUST001187,30,50-75K,50,Good,4,1,0,0,0,0,8892.03,1,Standard
CUST001188,41,75-100K,24,Very Good,3,1,0,0,0,0,8518.81,0,Standard
CUST001189,53,30-50K,1,Fair,3,0,1,1,0,0,6765.86,1,New
CUST001190,30,50-75K,42,Good,1,1,1,0,1,0,17785.86,0,Standard
CUST001191,46,50-75K,1,Very Good,2,1,1,1,0,0,1381.17,1,New
CUST001192,24,50-75K,1,Excellent,2,1,1,0,0,0,14231.25,1,New
CUST001193,35,50-75K,45,Excellent,4,1,0,1,0,0,5386.64,0,Standard
CUST001194,49,30-50K,10,Good,1,1,1,0,0,0,1604.37,1,New
CUST001195,22,<30K,10,Very Good,1,1,1,0,1,0,4802.68,1,New
CUST001196,51,<30K,50,Good,1,1,1,0,0,0,3534.95,0,Standard
CUST001197,44,30-50K,2,Good,2,1,0,0,0,0,7402.44,0,New
CUST001198,53,50-75K,18,Excellent,2,1,0,0,0,0,14482.73,1,Standard
CUST001199,48,75-100K,7,Excellent,2,1,0,0,1,0,1267.0,1,New
CUST001200,65,75-100K,41,Excellent,1,1,1,1,1,0,38601.51,0,Standard
CUST001201,46,75-100K,52,Fair,6,1,1,1,1,0,654.04,1,Standard
CUST001202,38,30-50K,61,Very Good,2,1,1,1,0,0,2021.18,0,Standard
CUST001203,46,50-75K,14,Excellent,1,1,1,0,1,0,52322.41,0,Premium
CUST001204,53,30-50K,4,Good,1,1,1,0,0,0,827.19,0,New
CUST001205,45,30-50K,3,Good,4,1,0,0,0,0,2416.06,0,New
CUST001206,45,<30K,26,Very Good,4,1,1,0,0,0,1931.66,1,Standard
CUST001207,34,50-75K,139,Good,1,1,1,0,0,0,500.0,1,Standard
CUST001208,35,>150K,11,Excellent,2,1,0,1,0,0,4306.14,1,New
CUST001209,23,30-50K,14,Good,1,1,1,1,0,0,8372.81,1,Standard
CUST001210,71,<30K,5,Very Good,4,1,1,0,0,0,8342.35,1,New
CUST001211,26,75-100K,44,Very Good,1,1,1,1,1,0,2406.84,1,Standard
CUST001212,34,30-50K,54,Good,4,1,0,0,0,0,500.0,1,Standard
CUST001213,34,75-100K,49,Very Good,3,1,1,0,1,0,2114.45,1,Standard
CUST001214,58,75-100K,94,Good,3,1,1,0,0,0,1650.36,1,Standard
CUST001215,40,100-150K,31,Good,1,1,0,0,0,0,6610.65,1,Standard
CUST001216,63,50-75K,6,Fair,2,1,1,1,0,0,2454.43,1,New
CUST001217,34,75-100K,16,Good,3,1,0,1,0,0,7838.57,0,Standard
CUST001218,49,50-75K,52,Very Good,4,1,1,0,1,0,500.0,0,Standard
CUST001219,32,50-75K,45,Excellent,5,1,1,1,0,0,10189.02,0,Standard
CUST001220,75,50-75K,36,Good,1,0,1,0,0,0,8793.47,0,Standard
CUST001221,27,30-50K,55,Good,2,1,1,1,0,0,1266.06,1,Standard
CUST001222,49,50-75K,48,Fair,3,1,1,0,0,0,1995.26,0,Standard
CUST001223,54,50-75K,102,Very Good,3,1,1,1,0,0,3203.26,0,Standard
CUST001224,51,75-100K,42,Excellent,4,1,1,0,1,0,17268.51,1,Standard
CUST001225,42,75-100K,72,Very Good,1,1,1,0,0,0,3314.8,0,Standard
CUST001226,43,75-100K,13,Very Good,3,1,1,0,0,0,7059.24,1,Standard
CUST001227,45,<30K,54,Good,1,1,0,0,0,0,4707.19,1,Standard
CUST001228,42,75-100K,111,Fair,3,1,1,0,0,0,14092.34,1,Standard
CUST001229,59,50-75K,23,Very Good,1,1,1,0,1,0,5782.06,0,Standard
CUST001230,75,100-150K,72,Very Good,4,1,1,1,0,0,1065.61,1,Standard
CUST001231,36,100-150K,61,Very Good,1,1,1,0,0,0,3465.17,1,Standard
CUST001232,24,<30K,2,Excellent,5,1,0,1,0,0,15810.3,1,New
CUST001233,43,75-100K,41,Very Good,4,1,0,0,0,0,7021.34,0,Standard
CUST001234,75,<30K,6,Very Good,1,1,0,1,0,0,1096.57,1,New
CUST001235,32,30-50K,164,Excellent,2,1,1,1,0,0,40194.3,0,Standard
CUST001236,69,50-75K,80,Excellent,1,1,1,0,1,0,2303.09,1,Standard
CUST001237,70,<30K,5,Very Good,2,0,1,1,1,0,14551.52,1,New
CUST001238,36,75-100K,6,Fair,3,1,1,1,1,0,26133.63,1,Growth
CUST001239,53,<30K,43,Good,1,1,0,0,0,0,17124.19,1,Standard
CUST001240,69,30-50K,20,Very Good,2,1,0,1,0,0,1672.01,0,Standard
CUST001241,39,50-75K,1,Poor,1,1,1,0,0,0,17909.09,1,New
CUST001242,41,75-100K,37,Poor,2,1,1,0,1,0,6462.91,1,Standard
CUST001243,36,100-150K,23,Poor,3,1,1,0,0,0,996.12,1,Standard
CUST001244,29,75-100K,5,Very Good,2,1,0,0,0,0,4403.89,1,New
CUST001245,35,75-100K,77,Good,2,1,1,0,1,0,1472.78,0,Standard
CUST001246,26,30-50K,118,Good,1,1,1,1,0,0,7821.78,1,Standard
CUST001247,45,<30K,67,Fair,3,0,0,1,0,0,12607.74,1,Standard
CUST001248,33,<30K,82,Very Good,4,1,0,1,1,0,18901.32,0,Standard
CUST001249,48,50-75K,11,Good,3,1,1,0,0,0,4468.32,0,New
CUST001250,22,75-100K,14,Good,3,1,1,1,0,0,1628.68,1,Standard
CUST001251,49,50-75K,11,Very Good,3,1,0,0,0,0,1155.69,1,New
CUST001252,57,75-100K,69,Good,2,1,1,1,0,0,11046.27,1,Standard
CUST001253,22,50-75K,141,Good,3,1,0,0,0,0,15754.76,1,Standard
CUST001254,50,<30K,60,Very Good,4,1,1,1,0,0,9449.12,0,Standard
CUST001255,63,30-50K,102,Good,4,1,0,1,1,0,1757.3,1,Standard
CUST001256,26,75-100K,48,Very Good,1,1,0,1,0,0,2274.3,1,Standard
CUST001257,70,75-100K,23,Fair,1,1,0,1,1,0,2466.66,0,Standard
CUST001258,51,100-150K,26,Fair,2,1,1,1,0,0,808.08,1,Standard
CUST001259,34,<30K,3,Very Good,3,1,1,0,0,0,8976.57,0,New
CUST001260,44,>150K,1,Very Good,3,1,1,1,0,0,4132.42,1,New
CUST001261,53,30-50K,57,Fair,2,1,0,1,0,0,27326.59,1,Standard
CUST001262,46,<30K,27,Fair,5,1,1,0,0,0,1526.98,1,Standard
CUST001263,53,>150K,38,Very Good,2,1,1,0,1,0,4116.91,1,Standard
CUST001264,31,30-50K,39,Very Good,5,1,1,0,0,0,1099.69,1,Standard
CUST001265,47,75-100K,15,Good,3,1,0,1,1,0,3105.98,1,Standard
CUST001266,23,30-50K,31,Very Good,3,1,0,0,0,0,12664.29,1,Standard
CUST001267,43,50-75K,30,Fair,1,1,0,1,1,0,5254.11,1,Standard
CUST001268,31,100-150K,23,Good,2,1,1,0,0,0,1539.95,1,Standard
CUST001269,33,30-50K,82,Poor,2,1,0,0,1,0,813.05,0,Standard
CUST001270,63,75-100K,28,Good,3,1,1,1,1,0,3287.1,1,Standard
CUST001271,61,30-50K,44,Poor,1,1,0,0,1,0,6290.08,0,Standard
CUST001272,54,50-75K,108,Good,3,1,1,0,1,0,13149.9,0,Standard
CUST001273,28,30-50K,96,Good,3,1,1,1,0,0,2006.23,0,Standard
CUST001274,40,30-50K,106,Good,3,1,1,0,0,0,1945.87,0,Standard
CUST001275,63,30-50K,15,Poor,2,1,1,0,0,0,62819.92,0,Standard
CUST001276,47,30-50K,1,Good,3,1,1,1,0,0,4774.69,1,New
CUST001277,75,100-150K,14,Very Good,4,0,1,1,0,0,15434.99,1,Standard
CUST001278,50,30-50K,15,Good,1,1,1,0,0,0,1076.26,0,Standard
CUST001279,47,30-50K,115,Very Good,2,1,1,0,0,0,7231.42,1,Standard
CUST001280,40,50-75K,50,Good,1,1,1,0,0,0,11919.52,1,Standard
CUST001281,47,30-50K,4,Good,4,1,0,0,0,0,5267.67,1,New
CUST001282,42,75-100K,6,Good,5,1,0,0,0,0,608.7,0,New
CUST001283,55,>150K,8,Excellent,5,1,0,0,0,0,1653.34,1,New
CUST001284,59,50-75K,47,Fair,3,1,1,0,0,0,7638.02,1,Standard
CUST001285,33,100-150K,63,Poor,1,0,0,1,0,0,722.15,0,Standard
CUST001286,25,50-75K,94,Very Good,4,1,0,0,0,0,102695.92,1,Premium
CUST001287,22,30-50K,135,Excellent,3,0,1,0,0,0,19296.47,0,Standard
CUST001288,52,75-100K,10,Excellent,1,1,1,1,0,0,805.56,0,New
CUST001289,28,50-75K,17,Good,2,1,1,0,0,0,6734.63,1,Standard
CUST001290,22,75-100K,13,Good,2,1,1,1,0,0,5383.07,0,Standard
CUST001291,50,100-150K,21,Very Good,3,1,0,0,0,0,18155.75,1,Standard
CUST001292,75,50-75K,118,Good,1,0,1,0,0,0,500.0,0,Standard
CUST001293,44,100-150K,41,Very Good,6,1,1,0,1,0,6025.12,1,Standard
CUST001294,57,75-100K,64,Very Good,2,1,1,0,0,0,1161.5,1,Standard
CUST001295,46,50-75K,32,Very Good,1,1,1,1,0,0,8321.47,1,Standard
CUST001296,43,50-75K,1,Good,4,0,0,1,0,0,1332.49,0,New
CUST001297,58,30-50K,3,Good,1,0,1,0,0,0,25411.76,0,New
CUST001298,40,>150K,37,Very Good,3,1,1,0,0,0,7122.19,0,Standard
CUST001299,49,75-100K,60,Good,2,1,1,0,0,0,565.27,0,Standard
CUST001300,49,<30K,11,Good,6,1,1,1,1,0,500.0,0,New
CUST001301,34,30-50K,61,Poor,1,1,0,0,0,0,8937.08,1,Standard
CUST001302,59,50-75K,79,Fair,3,0,0,0,0,0,2134.84,0,Standard
CUST001303,42,<30K,25,Good,2,1,1,0,1,0,9783.28,1,Standard
CUST001304,33,<30K,65,Very Good,6,1,1,0,0,0,2226.69,0,Standard
CUST001305,53,50-75K,24,Good,1,1,1,0,0,0,20831.35,0,Standard
CUST001306,31,30-50K,54,Good,1,1,1,1,0,0,16499.48,0,Standard
CUST001307,45,50-75K,69,Good,5,1,1,1,1,0,8253.25,0,Standard
CUST001308,44,30-50K,231,Fair,5,1,1,1,1,0,1670.57,1,Standard
CUST001309,61,30-50K,20,Excellent,3,0,0,0,0,0,2432.53,1,Standard
CUST001310,52,75-100K,25,Very Good,4,0,1,0,0,0,3601.73,0,Standard
CUST001311,44,50-75K,8,Poor,1,1,0,0,0,0,1394.52,1,New
CUST001312,57,30-50K,10,Very Good,4,1,1,0,1,0,10869.41,1,New
CUST001313,65,30-50K,56,Good,5,1,1,0,0,0,3324.42,1,Standard
CUST001314,53,50-75K,119,Excellent,2,1,1,0,1,0,3951.32,1,Standard
CUST001315,45,<30K,24,Good,2,1,1,0,1,0,2632.51,1,Standard
CUST001316,25,<30K,9,Good,1,0,1,0,0,0,4809.51,0,New
CUST001317,29,<30K,16,Good,1,1,0,0,1,0,6066.72,1,Standard
CUST001318,40,75-100K,29,Very Good,2,1,1,0,0,0,2546.74,1,Standard
CUST001319,35,75-100K,16,Fair,3,1,1,0,0,0,3699.93,1,Standard
CUST001320,42,75-100K,12,Very Good,2,1,0,0,0,0,2810.67,1,Standard
CUST001321,45,75-100K,63,Poor,2,1,1,0,0,0,2819.26,0,Standard
CUST001322,52,75-100K,1,Excellent,1,1,1,0,0,0,5037.67,1,New
CUST001323,43,50-75K,37,Fair,1,1,0,0,0,0,500.0,1,Standard
CUST001324,52,50-75K,75,Excellent,4,1,1,0,0,0,26452.17,1,Growth
CUST001325,45,<30K,14,Good,1,1,1,1,0,0,12277.52,0,Standard
CUST001326,22,50-75K,44,Good,2,1,1,0,1,0,5958.51,1,Standard
CUST001327,30,75-100K,53,Excellent,1,1,1,0,1,0,13423.81,0,Standard
CUST001328,42,50-75K,51,Excellent,2,1,1,1,0,0,964.81,0,Standard
CUST001329,26,30-50K,28,Very Good,2,1,0,0,0,0,604.33,0,Standard
CUST001330,53,30-50K,20,Fair,3,1,1,0,0,0,509.29,1,Standard
CUST001331,67,50-75K,86,Good,1,1,1,0,0,0,8261.15,1,Standard
CUST001332,63,75-100K,68,Good,2,1,1,1,0,0,5822.32,1,Standard
CUST001333,41,100-150K,18,Good,1,0,0,1,0,0,7567.02,1,Standard
CUST001334,67,30-50K,5,Good,1,1,0,1,0,0,15106.62,0,New
CUST001335,47,75-100K,3,Poor,3,1,1,1,1,0,500.0,1,New
CUST001336,39,50-75K,4,Very Good,6,1,0,0,0,0,1162.61,1,New
CUST001337,35,100-150K,41,Very Good,4,1,1,1,0,0,2244.39,0,Standard
CUST001338,40,50-75K,2,Fair,4,1,1,0,1,0,10923.85,1,New
CUST001339,39,50-75K,19,Good,3,1,0,0,0,0,5875.69,1,Standard
CUST001340,47,50-75K,67,Good,1,1,1,0,0,0,115878.47,0,Standard
CUST001341,47,75-100K,16,Very Good,2,1,0,0,1,0,1323.78,1,Standard
CUST001342,45,>150K,69,Fair,1,1,1,0,0,0,9198.27,0,Standard
CUST001343,51,<30K,65,Very Good,2,1,0,0,1,0,15371.96,1,Standard
CUST001344,62,<30K,13,Good,4,1,1,1,1,0,28499.92,1,Growth
CUST001345,59,100-150K,62,Good,4,1,0,0,0,0,3842.45,1,Standard
CUST001346,22,50-75K,66,Very Good,3,1,1,1,0,0,1029.97,0,Standard
CUST001347,22,50-75K,24,Very Good,1,1,1,0,1,0,10799.74,1,Standard
CUST001348,59,50-75K,11,Fair,1,1,1,0,1,0,6975.46,1,New
CUST001349,24,<30K,35,Very Good,5,1,0,0,0,0,9805.07,1,Standard
CUST001350,41,75-100K,122,Excellent,1,1,1,1,0,0,24850.74,1,Standard
CUST001351,27,75-100K,48,Fair,1,1,1,0,0,0,3695.57,0,Standard
CUST001352,22,30-50K,9,Very Good,1,1,0,0,1,0,1413.32,0,New
CUST001353,53,30-50K,55,Very Good,1,0,1,1,0,0,9700.88,1,Standard
CUST001354,56,75-100K,26,Very Good,3,1,1,1,0,0,7113.11,1,Standard
CUST001355,36,<30K,42,Good,1,1,0,0,0,0,3358.27,0,Standard
CUST001356,22,100-150K,63,Good,1,1,1,0,0,0,1460.56,1,Standard
CUST001357,36,30-50K,34,Excellent,3,1,0,0,1,0,7408.95,1,Standard
CUST001358,50,50-75K,80,Good,2,1,1,0,1,0,13735.99,0,Standard
CUST001359,22,100-150K,61,Poor,4,1,1,1,0,0,728.1,1,Standard
CUST001360,47,75-100K,45,Very Good,2,1,1,0,0,0,5180.57,1,Standard
CUST001361,44,50-75K,7,Fair,2,1,0,0,0,0,9976.22,1,New
CUST001362,53,75-100K,86,Very Good,1,0,0,1,0,0,42630.4,0,Standard
CUST001363,46,30-50K,131,Very Good,3,1,1,0,0,0,5324.96,1,Standard
CUST001364,30,30-50K,7,Very Good,1,1,1,0,0,0,31755.21,0,New
CUST001365,62,>150K,32,Very Good,1,1,1,0,0,0,13441.3,1,Standard
CUST001366,42,75-100K,14,Fair,1,1,0,1,0,0,13774.37,1,Standard
CUST001367,44,50-75K,67,Good,4,1,1,0,0,0,1869.09,1,Standard
CUST001368,31,30-50K,61,Very Good,2,1,1,0,0,0,96037.25,1,Premium
CUST001369,38,<30K,7,Good,3,1,0,0,0,0,5297.55,0,New
CUST001370,31,<30K,100,Excellent,1,1,0,0,0,0,6274.52,0,Standard
CUST001371,42,50-75K,9,Very Good,2,1,1,0,0,0,5032.38,0,New
CUST001372,70,75-100K,76,Poor,3,1,0,0,1,0,21763.35,1,Growth
CUST001373,24,50-75K,29,Very Good,4,1,0,0,1,0,51551.65,1,Premium
CUST001374,22,75-100K,19,Fair,3,1,0,1,0,0,10845.97,1,Standard
CUST001375,67,<30K,8,Fair,6,1,1,0,0,0,3100.99,0,New
CUST001376,41,30-50K,8,Very Good,4,0,1,1,0,0,37724.16,0,Growth
CUST001377,34,30-50K,52,Very Good,3,1,0,0,0,0,1081.36,1,Standard
CUST001378,60,50-75K,38,Good,4,1,1,1,1,0,2132.74,0,Standard
CUST001379,35,<30K,6,Good,3,1,1,0,0,0,929.42,1,New
CUST001380,72,>150K,5,Good,1,0,1,0,0,0,3164.1,1,New
CUST001381,55,30-50K,3,Good,3,1,1,1,1,0,16398.27,1,New
CUST001382,37,100-150K,65,Good,4,1,1,1,0,0,3760.47,1,Standard
CUST001383,75,50-75K,59,Good,2,1,0,0,0,0,5274.61,1,Standard
CUST001384,35,>150K,2,Very Good,3,1,1,0,0,0,7609.9,1,New
CUST001385,56,50-75K,39,Excellent,6,1,1,1,0,0,3735.97,1,Standard
CUST001386,49,100-150K,4,Good,1,1,1,0,1,0,1286.86,1,New
CUST001387,64,<30K,112,Fair,3,1,1,1,0,0,675.36,1,Standard
CUST001388,68,75-100K,114,Very Good,2,1,1,1,0,0,23570.33,1,Standard
CUST001389,45,100-150K,57,Very Good,2,1,0,0,0,0,2293.64,0,Standard
CUST001390,33,<30K,125,Excellent,1,1,1,1,0,0,2159.1,1,Standard
CUST001391,51,<30K,80,Fair,4,1,1,0,0,0,818.0,1,Standard
CUST001392,34,50-75K,84,Fair,3,1,0,1,1,0,4167.79,1,Standard
CUST001393,75,100-150K,40,Good,5,1,1,0,1,0,9424.66,1,Standard
CUST001394,47,50-75K,17,Very Good,2,1,0,0,0,0,3174.42,0,Standard
CUST001395,39,50-75K,11,Good,1,1,1,1,0,0,7488.45,0,New
CUST001396,47,<30K,19,Very Good,1,1,0,0,0,0,500.0,1,Standard
CUST001397,24,<30K,47,Fair,1,1,1,1,0,0,6030.77,1,Standard
CUST001398,30,75-100K,9,Good,4,1,0,0,0,0,3008.31,1,New
CUST001399,63,<30K,14,Very Good,3,1,1,0,0,0,872.98,0,Standard
CUST001400,35,50-75K,30,Good,3,1,1,0,1,0,704.8,1,Standard
CUST001401,29,100-150K,12,Very Good,3,0,1,1,0,0,1752.23,0,Standard
CUST001402,53,30-50K,42,Good,5,0,1,0,1,0,1144.37,1,Standard
CUST001403,62,75-100K,123,Good,4,1,0,1,0,0,7455.24,1,Standard
CUST001404,55,<30K,66,Good,1,1,1,0,0,0,8284.91,1,Standard
